subscription_name,billing_cycle,amount_paid,usage_ratio,awareness_score,necessity_score,has_perks,waste_score,usage_frequency_answer,awareness_answer,necessity_answer
Cloud Storage,yearly,2065.61,0.476,7,6,1,36.0,few_times_month,always_notice,nice_to_have
Netflix,yearly,2527.53,0.914,5,10,0,24.0,daily,sometimes_notice,essential
Adobe CC,yearly,559.36,0.338,1,2,0,69.9,few_times_month,forget,fun
Amazon Prime,monthly,106.63,0.497,5,4,1,37.8,few_times_week,forget,nice_to_have
Netflix,monthly,1110.9,0.049,1,2,1,69.1,cant_remember,sometimes_notice,fun
YouTube Premium,yearly,4045.0,0.325,6,2,0,67.4,rarely,forget,essential
Wine Club,yearly,4911.5,0.351,5,10,0,57.6,cant_remember,forget,fun
Gym Membership,yearly,240.86,0.467,2,6,0,51.7,few_times_month,forget,nice_to_have
Cloud Storage,yearly,4944.64,0.273,5,6,0,66.3,few_times_month,forget,fun
Spotify,monthly,3111.85,0.088,5,9,0,76.0,once_twice_week,always_notice,nice_to_have
Amazon Prime,yearly,2697.7,0.523,3,10,1,40.2,few_times_week,forget,fun
Cloud Storage,monthly,2702.99,0.964,6,9,1,16.8,once_twice_week,forget,nice_to_have
Disney+,monthly,2793.06,0.549,10,10,1,26.5,cant_remember,always_notice,fun
Disney+,monthly,247.12,0.376,6,9,0,46.7,once_twice_week,sometimes_notice,nice_to_have
YouTube Premium,yearly,3949.89,0.152,6,9,0,68.5,cant_remember,forget,nice_to_have
Netflix,yearly,3463.39,0.239,8,10,0,61.6,daily,forget,essential
Zomato Gold,yearly,1691.03,0.517,9,2,1,34.5,few_times_week,sometimes_notice,nice_to_have
Zomato Gold,yearly,1436.91,0.315,7,1,0,58.5,once_twice_week,forget,fun
Zomato Gold,monthly,728.89,0.001,1,8,0,83.2,few_times_week,sometimes_notice,fun
Spotify,monthly,2099.44,0.206,5,10,0,64.8,once_twice_week,sometimes_notice,nice_to_have
Adobe CC,yearly,4948.88,0.07,9,8,1,56.2,once_twice_week,always_notice,essential
Disney+,yearly,964.52,0.612,4,7,0,39.3,few_times_week,forget,fun
Zomato Gold,yearly,4570.53,0.664,10,6,0,32.6,few_times_month,sometimes_notice,essential
Adobe CC,yearly,3309.81,0.779,4,8,0,35.4,cant_remember,forget,nice_to_have
Dating App,yearly,1103.56,0.015,4,6,0,78.2,daily,always_notice,fun
LinkedIn Premium,yearly,2123.77,0.149,3,6,0,77.7,few_times_month,always_notice,fun
Netflix,yearly,4642.93,0.235,7,1,1,56.9,rarely,sometimes_notice,nice_to_have
LinkedIn Premium,monthly,4910.22,0.797,2,6,1,35.1,few_times_week,sometimes_notice,nice_to_have
Netflix,yearly,1454.28,0.318,3,2,0,67.6,few_times_month,always_notice,fun
Dating App,monthly,2046.85,0.205,10,7,0,58.1,daily,always_notice,fun
Spotify,yearly,1432.96,0.2,6,6,0,65.1,few_times_week,forget,nice_to_have
Zomato Gold,yearly,230.92,0.347,6,1,0,57.8,cant_remember,forget,essential
Wine Club,yearly,4041.92,0.002,3,6,0,87.0,few_times_week,always_notice,essential
Cloud Storage,yearly,1913.32,0.16,5,3,0,74.2,few_times_week,forget,nice_to_have
Software License,yearly,3761.59,0.731,4,9,1,32.9,few_times_month,forget,nice_to_have
Educational Hub,monthly,3380.52,0.009,2,7,1,71.7,few_times_week,sometimes_notice,fun
Wine Club,monthly,1832.35,0.312,10,8,0,48.6,cant_remember,forget,essential
Dating App,monthly,1614.8,0.105,5,2,0,79.4,daily,always_notice,essential
Wine Club,yearly,3971.44,0.981,3,3,1,24.7,few_times_month,always_notice,essential
Newspaper,monthly,2388.54,0.354,9,1,1,46.9,daily,forget,fun
Netflix,monthly,182.62,0.046,9,3,0,65.4,once_twice_week,sometimes_notice,fun
Cloud Storage,yearly,1714.26,0.411,2,6,0,59.7,few_times_week,always_notice,essential
Spotify,monthly,2394.56,0.947,9,5,0,19.8,few_times_month,forget,fun
Spotify,monthly,654.06,0.733,9,2,1,23.7,few_times_week,sometimes_notice,fun
Gaming Pass,yearly,3872.17,0.309,6,9,0,57.4,rarely,forget,essential
Zomato Gold,monthly,486.59,0.419,9,1,0,46.6,few_times_week,sometimes_notice,essential
Dating App,yearly,4584.36,0.866,3,4,0,40.2,few_times_week,sometimes_notice,nice_to_have
Zomato Gold,monthly,189.2,0.705,2,6,0,36.7,cant_remember,sometimes_notice,essential
Zomato Gold,monthly,537.99,0.409,5,3,0,55.5,few_times_month,forget,essential
Amazon Prime,monthly,1509.91,0.851,8,7,0,23.4,once_twice_week,forget,fun
Dating App,yearly,2977.1,0.361,9,4,0,55.6,rarely,forget,essential
Educational Hub,monthly,4828.45,0.767,9,3,1,25.4,few_times_week,sometimes_notice,essential
Adobe CC,monthly,2546.12,0.842,1,5,0,40.1,few_times_week,forget,essential
Zomato Gold,yearly,677.26,0.935,5,4,0,22.9,daily,sometimes_notice,essential
Netflix,yearly,2794.13,0.797,7,7,0,32.3,few_times_month,forget,fun
Wine Club,yearly,3049.28,0.759,8,4,0,34.4,once_twice_week,forget,fun
Spotify,monthly,2863.69,0.16,8,6,0,65.9,once_twice_week,forget,nice_to_have
Netflix,yearly,108.71,0.222,4,8,0,60.3,cant_remember,forget,nice_to_have
Zomato Gold,monthly,1134.86,0.229,9,1,0,61.2,daily,forget,nice_to_have
YouTube Premium,yearly,4512.65,0.367,6,6,0,59.5,once_twice_week,sometimes_notice,essential
Netflix,monthly,3689.36,0.551,5,7,0,51.7,few_times_week,forget,fun
Software License,yearly,2422.05,0.024,10,3,1,57.9,rarely,always_notice,nice_to_have
Gaming Pass,yearly,3783.91,0.014,5,2,0,87.2,daily,forget,essential
Gym Membership,monthly,2150.89,0.408,10,4,0,50.7,once_twice_week,always_notice,fun
Gym Membership,yearly,4638.67,0.144,3,10,1,62.1,cant_remember,forget,fun
Gaming Pass,yearly,1333.68,0.144,6,7,1,53.7,cant_remember,always_notice,fun
Newspaper,monthly,668.39,0.984,8,1,0,16.1,cant_remember,always_notice,fun
Newspaper,monthly,4659.98,0.684,4,7,0,41.8,once_twice_week,forget,nice_to_have
Newspaper,yearly,152.75,0.672,6,8,1,24.4,few_times_week,always_notice,essential
Cloud Storage,monthly,1987.02,0.896,6,5,1,21.8,cant_remember,forget,essential
Educational Hub,monthly,4770.94,0.384,10,9,0,48.0,rarely,forget,nice_to_have
Newspaper,yearly,1059.62,0.643,7,6,1,29.4,cant_remember,forget,nice_to_have
Cloud Storage,monthly,3355.72,0.819,5,3,0,40.3,once_twice_week,sometimes_notice,essential
Spotify,yearly,3471.87,0.899,3,7,0,34.6,rarely,sometimes_notice,essential
Netflix,monthly,1834.73,0.664,2,1,0,40.2,few_times_week,always_notice,nice_to_have
Spotify,monthly,4865.44,0.446,3,2,0,68.8,once_twice_week,forget,nice_to_have
Spotify,yearly,4476.56,0.115,9,3,0,72.0,few_times_month,forget,fun
Zomato Gold,yearly,1371.29,0.544,8,2,1,36.3,once_twice_week,always_notice,essential
Software License,monthly,3089.77,0.141,1,3,0,87.4,daily,sometimes_notice,nice_to_have
YouTube Premium,monthly,1145.41,0.139,4,1,0,75.1,few_times_week,forget,nice_to_have
Newspaper,monthly,166.22,0.699,9,6,1,20.2,once_twice_week,forget,fun
Disney+,yearly,2680.29,0.582,9,10,0,34.0,cant_remember,forget,essential
Adobe CC,monthly,2419.96,0.27,3,1,0,72.8,few_times_month,sometimes_notice,nice_to_have
YouTube Premium,monthly,660.68,0.998,2,10,0,15.7,daily,sometimes_notice,fun
Wine Club,yearly,2758.47,0.928,7,3,0,27.2,rarely,sometimes_notice,essential
Amazon Prime,monthly,2946.96,0.646,1,1,0,40.9,once_twice_week,always_notice,fun
Gaming Pass,yearly,3603.28,0.643,10,6,0,36.4,rarely,always_notice,nice_to_have
Gym Membership,yearly,2753.51,0.709,4,6,0,40.9,cant_remember,sometimes_notice,fun
YouTube Premium,yearly,2194.27,0.359,10,1,1,45.2,cant_remember,sometimes_notice,essential
YouTube Premium,yearly,4448.62,0.356,10,3,0,57.0,rarely,sometimes_notice,essential
YouTube Premium,yearly,1675.86,0.004,5,6,0,80.3,once_twice_week,sometimes_notice,essential
YouTube Premium,yearly,1962.44,0.254,1,7,0,71.7,few_times_month,always_notice,nice_to_have
Gaming Pass,yearly,903.82,0.808,1,3,0,42.3,cant_remember,always_notice,nice_to_have
Spotify,monthly,4608.09,0.052,7,4,1,63.5,few_times_month,forget,nice_to_have
Spotify,monthly,4451.92,0.76,4,5,0,40.4,rarely,always_notice,essential
Newspaper,monthly,2609.57,0.107,10,6,1,51.7,once_twice_week,forget,fun
Gym Membership,yearly,951.03,0.613,6,8,0,37.6,few_times_week,always_notice,nice_to_have
Software License,yearly,1730.13,0.53,4,1,0,55.5,once_twice_week,always_notice,essential
YouTube Premium,monthly,351.75,0.563,7,5,0,40.2,few_times_month,forget,nice_to_have
Dating App,yearly,2312.36,0.702,5,1,0,40.3,daily,forget,nice_to_have
Dating App,yearly,1602.32,0.79,5,8,1,24.3,daily,forget,essential
Disney+,yearly,4299.61,0.97,6,10,0,20.1,daily,always_notice,essential
Wine Club,yearly,2696.58,0.084,9,9,0,69.5,cant_remember,always_notice,essential
Disney+,yearly,1731.32,0.41,3,10,0,56.4,once_twice_week,forget,fun
Dating App,monthly,2050.2,0.241,9,2,1,50.3,rarely,forget,essential
Spotify,monthly,4183.74,0.364,1,3,0,75.6,few_times_month,sometimes_notice,fun
Newspaper,monthly,2761.75,0.399,6,10,0,52.8,once_twice_week,forget,fun
Software License,yearly,575.81,0.994,6,8,0,12.5,cant_remember,forget,nice_to_have
Zomato Gold,monthly,2081.87,0.878,5,7,1,22.1,rarely,forget,nice_to_have
Spotify,monthly,4656.28,0.092,5,7,0,77.8,rarely,sometimes_notice,nice_to_have
Adobe CC,yearly,1584.81,0.533,9,9,1,30.0,few_times_month,forget,fun
Gaming Pass,yearly,4796.24,0.662,10,7,0,30.9,few_times_month,forget,nice_to_have
Cloud Storage,monthly,989.94,0.013,5,8,0,75.4,daily,sometimes_notice,fun
Wine Club,monthly,2857.33,0.938,7,7,0,22.5,few_times_month,sometimes_notice,nice_to_have
LinkedIn Premium,monthly,4135.39,0.633,7,9,0,40.3,cant_remember,sometimes_notice,nice_to_have
Netflix,monthly,4194.77,0.982,6,9,0,19.2,daily,sometimes_notice,nice_to_have
Zomato Gold,monthly,3703.53,0.381,4,6,0,63.2,once_twice_week,sometimes_notice,fun
Adobe CC,monthly,3842.79,0.759,10,1,1,24.7,few_times_month,always_notice,nice_to_have
Gaming Pass,monthly,161.42,0.317,3,8,1,47.7,daily,always_notice,essential
Dating App,yearly,4417.01,0.162,9,8,0,65.1,cant_remember,always_notice,essential
Adobe CC,monthly,1464.78,0.726,8,1,1,27.4,rarely,forget,essential
Zomato Gold,yearly,3809.52,0.368,1,1,0,75.1,once_twice_week,forget,essential
Spotify,monthly,1642.96,0.694,5,8,1,30.6,few_times_month,forget,nice_to_have
Software License,monthly,2989.39,0.549,5,9,0,49.9,few_times_month,forget,essential
Zomato Gold,monthly,4153.84,0.588,7,2,0,46.7,daily,forget,essential
Cloud Storage,yearly,3732.65,0.872,7,1,1,27.4,few_times_month,always_notice,fun
Adobe CC,monthly,2134.43,0.177,4,1,0,79.3,few_times_month,always_notice,essential
Adobe CC,monthly,163.03,0.233,5,9,1,46.0,few_times_month,always_notice,essential
Newspaper,yearly,552.34,0.736,10,6,1,19.3,daily,forget,nice_to_have
YouTube Premium,yearly,4160.47,0.172,9,7,1,54.2,rarely,sometimes_notice,essential
Dating App,yearly,543.56,0.107,2,10,0,69.7,cant_remember,sometimes_notice,fun
Wine Club,yearly,3993.75,0.998,6,10,0,17.8,cant_remember,sometimes_notice,nice_to_have
Adobe CC,monthly,1451.63,0.101,2,4,1,65.4,few_times_month,forget,fun
Amazon Prime,monthly,4638.94,0.753,10,10,0,26.2,daily,sometimes_notice,essential
YouTube Premium,yearly,928.07,0.518,3,5,1,39.7,few_times_week,sometimes_notice,nice_to_have
Amazon Prime,yearly,742.58,0.867,1,10,1,21.4,once_twice_week,forget,nice_to_have
Spotify,yearly,2214.82,0.195,7,2,0,68.7,cant_remember,always_notice,fun
LinkedIn Premium,monthly,4657.8,0.589,1,1,1,49.3,once_twice_week,forget,fun
Spotify,monthly,3796.48,0.287,4,7,1,52.7,few_times_week,forget,nice_to_have
Educational Hub,yearly,1758.3,0.135,4,2,0,79.4,once_twice_week,sometimes_notice,nice_to_have
Dating App,yearly,666.24,0.482,10,1,0,43.5,once_twice_week,sometimes_notice,nice_to_have
Gaming Pass,yearly,777.73,0.522,10,7,0,34.0,once_twice_week,always_notice,nice_to_have
Dating App,yearly,3187.35,0.734,7,9,1,27.4,once_twice_week,sometimes_notice,nice_to_have
LinkedIn Premium,monthly,1465.79,0.948,7,1,0,21.5,few_times_week,forget,fun
Dating App,yearly,3898.69,0.05,10,8,1,54.6,daily,always_notice,essential
Adobe CC,monthly,1061.75,0.511,8,4,1,32.4,few_times_week,always_notice,essential
Amazon Prime,yearly,2075.02,0.625,9,5,0,35.7,rarely,always_notice,essential
Wine Club,monthly,4976.94,0.418,5,8,1,44.5,cant_remember,forget,essential
Zomato Gold,monthly,2853.54,0.893,9,10,1,13.9,once_twice_week,always_notice,fun
Wine Club,monthly,1306.85,0.058,4,9,0,74.8,few_times_week,always_notice,nice_to_have
Gym Membership,monthly,4412.19,0.263,7,7,1,49.0,rarely,always_notice,essential
Dating App,monthly,937.68,0.296,10,7,1,39.3,cant_remember,forget,essential
Software License,monthly,4602.18,0.746,8,7,0,31.3,few_times_week,always_notice,essential
Netflix,yearly,3640.86,0.633,7,2,0,39.1,rarely,forget,essential
Zomato Gold,yearly,305.02,0.574,6,9,1,24.8,rarely,always_notice,nice_to_have
Dating App,yearly,631.03,0.704,6,8,1,24.8,cant_remember,forget,fun
YouTube Premium,monthly,1261.37,0.367,9,9,0,47.5,rarely,sometimes_notice,nice_to_have
Educational Hub,yearly,832.11,0.269,7,5,0,57.4,few_times_month,sometimes_notice,essential
Disney+,yearly,4591.96,0.468,3,5,1,48.7,few_times_month,sometimes_notice,fun
Gaming Pass,monthly,3416.02,0.678,8,3,0,41.6,daily,always_notice,fun
Gaming Pass,yearly,611.22,0.797,7,7,0,24.0,few_times_month,always_notice,nice_to_have
Software License,monthly,2987.38,0.453,4,3,1,50.7,few_times_week,forget,nice_to_have
Zomato Gold,yearly,796.58,0.482,1,6,0,55.8,few_times_week,always_notice,nice_to_have
Cloud Storage,yearly,3027.18,0.163,9,1,1,58.2,once_twice_week,sometimes_notice,essential
Spotify,yearly,1549.86,0.528,2,10,0,50.3,daily,always_notice,essential
YouTube Premium,monthly,1972.41,0.887,10,7,0,14.7,few_times_month,always_notice,fun
Educational Hub,yearly,3317.25,0.816,9,4,0,29.0,few_times_week,forget,essential
Adobe CC,yearly,1453.73,0.368,7,3,0,53.7,few_times_month,forget,fun
Software License,yearly,470.45,0.95,2,10,0,20.5,daily,forget,nice_to_have
Dating App,yearly,507.86,0.788,9,10,0,17.9,once_twice_week,sometimes_notice,essential
Cloud Storage,yearly,4001.01,0.365,2,6,0,70.3,daily,sometimes_notice,fun
Educational Hub,monthly,2112.89,0.37,5,10,1,43.3,cant_remember,forget,nice_to_have
Zomato Gold,yearly,2078.31,0.969,9,8,0,14.5,daily,always_notice,essential
Zomato Gold,monthly,4776.73,0.782,7,3,0,38.6,daily,always_notice,essential
Newspaper,monthly,1372.8,0.001,2,4,0,84.0,cant_remember,forget,fun
Gaming Pass,yearly,3940.75,0.209,4,4,0,77.1,rarely,always_notice,nice_to_have
Software License,yearly,790.52,0.85,10,2,0,19.4,cant_remember,always_notice,nice_to_have
Disney+,yearly,4403.02,0.108,3,7,0,78.7,few_times_month,always_notice,essential
Educational Hub,monthly,1399.8,0.953,7,4,0,20.8,few_times_month,always_notice,nice_to_have
Cloud Storage,monthly,1863.28,0.727,7,3,0,36.8,rarely,forget,essential
Newspaper,yearly,4418.11,0.577,3,8,0,49.6,daily,forget,fun
Netflix,monthly,1783.02,0.926,5,8,0,22.1,rarely,sometimes_notice,nice_to_have
Software License,monthly,1542.98,0.709,8,9,0,27.1,few_times_month,forget,essential
Gaming Pass,yearly,3003.62,0.507,7,10,0,44.0,cant_remember,sometimes_notice,nice_to_have
Gym Membership,yearly,2068.1,0.393,10,4,0,46.2,cant_remember,forget,nice_to_have
YouTube Premium,monthly,4909.18,0.464,7,3,1,42.5,daily,always_notice,essential
Zomato Gold,monthly,394.9,0.397,7,8,1,35.7,daily,sometimes_notice,nice_to_have
LinkedIn Premium,yearly,2147.49,0.138,2,2,1,64.2,cant_remember,sometimes_notice,nice_to_have
Cloud Storage,monthly,4392.46,0.664,6,6,1,35.4,rarely,always_notice,fun
YouTube Premium,monthly,1419.15,0.675,1,9,0,38.8,daily,sometimes_notice,nice_to_have
LinkedIn Premium,monthly,2928.79,0.485,6,2,0,55.9,once_twice_week,always_notice,essential
YouTube Premium,yearly,544.7,0.381,9,9,0,42.9,once_twice_week,always_notice,nice_to_have
Spotify,yearly,4033.79,0.445,5,1,0,62.4,daily,forget,fun
Cloud Storage,monthly,3137.4,0.653,7,6,0,41.3,few_times_month,forget,nice_to_have
Dating App,monthly,1059.34,0.494,2,5,0,52.3,once_twice_week,sometimes_notice,essential
Spotify,monthly,3506.66,0.098,8,6,0,71.8,rarely,forget,fun
Software License,monthly,3390.95,0.709,1,1,0,37.9,few_times_week,forget,nice_to_have
Netflix,yearly,4325.44,0.172,3,5,0,76.3,cant_remember,forget,fun
Spotify,monthly,2260.9,0.876,8,8,0,20.8,daily,sometimes_notice,fun
Netflix,monthly,284.41,0.609,6,4,1,29.8,once_twice_week,sometimes_notice,nice_to_have
Disney+,yearly,2954.26,0.305,8,5,1,49.4,cant_remember,always_notice,essential
LinkedIn Premium,yearly,1336.64,0.472,2,4,0,60.1,few_times_week,forget,essential
Dating App,monthly,1036.05,0.685,1,9,0,40.3,once_twice_week,always_notice,fun
Disney+,monthly,1261.27,0.006,4,10,0,74.4,once_twice_week,forget,nice_to_have
Dating App,monthly,687.64,0.777,9,2,1,21.3,few_times_week,forget,fun
Software License,yearly,3544.13,0.439,1,8,1,51.8,few_times_month,sometimes_notice,nice_to_have
Software License,monthly,1340.62,0.619,3,8,0,42.2,cant_remember,forget,fun
Gaming Pass,monthly,2115.68,0.314,6,4,0,64.7,rarely,forget,fun
Software License,monthly,4646.96,0.233,8,2,0,67.5,once_twice_week,always_notice,essential
Spotify,yearly,4128.47,0.54,4,2,0,55.8,few_times_week,forget,fun
Gym Membership,monthly,1821.37,0.303,7,7,0,56.8,cant_remember,forget,nice_to_have
Netflix,monthly,1311.98,0.302,10,7,0,49.9,few_times_month,always_notice,fun
Newspaper,yearly,3908.03,0.099,10,9,0,64.6,rarely,forget,essential
Newspaper,monthly,3843.29,0.121,6,8,0,74.6,cant_remember,always_notice,fun
Disney+,yearly,928.62,0.811,5,9,1,18.8,once_twice_week,forget,essential
Newspaper,monthly,1889.17,0.705,10,4,0,31.7,once_twice_week,sometimes_notice,fun
Gaming Pass,yearly,2831.07,0.918,8,7,0,21.5,daily,forget,essential
Educational Hub,yearly,3338.76,0.023,1,5,1,72.8,rarely,sometimes_notice,fun
Amazon Prime,yearly,4410.53,0.849,7,9,1,21.6,daily,always_notice,fun
Software License,monthly,1248.77,0.52,3,8,0,48.4,once_twice_week,forget,fun
Amazon Prime,monthly,1822.11,0.548,1,7,0,52.9,cant_remember,always_notice,essential
Adobe CC,monthly,1961.85,0.572,5,9,1,36.2,once_twice_week,forget,nice_to_have
Zomato Gold,monthly,3955.41,0.242,1,4,0,77.6,once_twice_week,forget,nice_to_have
Gaming Pass,yearly,1123.79,0.31,9,1,0,55.7,rarely,sometimes_notice,nice_to_have
Zomato Gold,monthly,2945.08,0.382,3,2,1,52.8,few_times_month,sometimes_notice,essential
Netflix,monthly,610.18,0.769,10,1,0,24.4,daily,always_notice,essential
Disney+,yearly,4443.75,0.039,3,2,0,91.7,once_twice_week,forget,fun
Gaming Pass,monthly,4497.58,0.876,4,8,0,31.3,few_times_week,sometimes_notice,fun
Netflix,yearly,1743.93,0.433,6,2,0,56.0,daily,forget,nice_to_have
Educational Hub,yearly,1788.74,0.685,2,3,0,36.9,once_twice_week,forget,fun
Cloud Storage,yearly,202.64,0.603,7,10,0,29.2,cant_remember,sometimes_notice,essential
Newspaper,monthly,1839.79,0.158,4,7,1,57.2,daily,always_notice,essential
Amazon Prime,monthly,2508.94,0.908,3,9,0,30.5,few_times_week,always_notice,nice_to_have
Newspaper,monthly,4288.36,0.605,7,10,1,33.1,rarely,forget,essential
Wine Club,monthly,1307.09,0.795,6,2,0,30.1,few_times_week,always_notice,nice_to_have
YouTube Premium,yearly,681.87,0.076,9,5,1,53.5,few_times_week,always_notice,nice_to_have
Disney+,yearly,4481.04,0.467,10,4,0,49.1,rarely,forget,fun
Netflix,yearly,2654.06,0.306,7,4,1,49.6,few_times_week,forget,fun
Software License,monthly,4674.1,0.102,1,2,0,91.7,once_twice_week,forget,essential
Gaming Pass,monthly,3619.92,0.604,8,8,1,31.5,few_times_week,always_notice,fun
YouTube Premium,monthly,576.01,0.614,10,10,0,25.3,once_twice_week,sometimes_notice,essential
LinkedIn Premium,yearly,717.7,0.073,8,5,0,68.0,once_twice_week,forget,fun
Gym Membership,yearly,157.69,0.208,7,7,1,47.0,once_twice_week,sometimes_notice,essential
Software License,monthly,2326.88,0.042,6,3,0,75.9,rarely,forget,essential
Cloud Storage,monthly,4725.07,0.955,10,7,1,13.6,few_times_week,forget,nice_to_have
Gaming Pass,yearly,3341.91,0.318,10,1,0,59.5,few_times_month,always_notice,essential
LinkedIn Premium,yearly,658.8,0.404,6,8,0,47.4,once_twice_week,sometimes_notice,nice_to_have
Netflix,monthly,409.49,0.769,10,9,0,15.6,daily,forget,fun
Educational Hub,yearly,2654.52,0.745,9,3,0,35.8,daily,sometimes_notice,essential
Spotify,yearly,413.26,0.865,9,6,0,14.4,few_times_week,always_notice,nice_to_have
Disney+,monthly,3914.95,0.943,8,6,1,18.0,few_times_week,forget,fun
LinkedIn Premium,yearly,1807.39,0.702,7,2,1,32.5,once_twice_week,forget,nice_to_have
Spotify,monthly,1598.22,0.191,8,3,1,49.0,few_times_week,forget,essential
Disney+,yearly,3710.54,0.705,5,1,1,39.1,few_times_week,sometimes_notice,fun
Spotify,monthly,4482.74,0.85,7,1,0,31.0,rarely,always_notice,essential
LinkedIn Premium,monthly,2737.88,0.114,1,1,0,87.3,few_times_week,always_notice,fun
Amazon Prime,yearly,228.58,0.405,8,7,1,37.3,cant_remember,sometimes_notice,essential
Gym Membership,yearly,3957.2,0.528,5,5,0,54.9,few_times_month,sometimes_notice,fun
Educational Hub,monthly,821.06,0.273,7,8,0,55.1,daily,forget,fun
Wine Club,monthly,1939.54,0.609,6,5,0,41.6,once_twice_week,forget,fun
Gaming Pass,monthly,2518.56,0.186,2,7,1,60.0,few_times_week,forget,nice_to_have
YouTube Premium,monthly,3710.0,0.002,5,3,1,71.3,once_twice_week,sometimes_notice,fun
Amazon Prime,monthly,2975.12,0.979,2,8,1,23.5,few_times_week,sometimes_notice,nice_to_have
LinkedIn Premium,monthly,2282.06,0.26,6,3,0,66.9,rarely,always_notice,nice_to_have
